id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
19913234,Pond View quiet 2 bedroom apt.,132163538,Alex,,Anoka,45.04228,-93.24424,Entire home/apt,60,44,8,2025-04-12,0.09,1,316,1,
19931936,Minnetonka by I-394 & I-494 on secluded quiet acre,135010432,Jim,,Hennepin,44.94529,-93.44973,Entire home/apt,214,5,11,2025-04-13,0.11,2,330,1,
20011389,"Exquisite 5BR, 4.5BA Home 8 miles from Minneapolis",113134984,Allison,,Hennepin,44.94358,-93.41345,Entire home/apt,1299,2,55,2025-06-15,0.64,1,344,10,
20029716,Charming Home by Lakes & Local Hotspots w/ Patio!,20595057,Rachael,,Hennepin,44.94774,-93.29243,Entire home/apt,142,2,296,2025-06-04,3.26,6,284,37,LIC-374439
20045660,"#2步行距离轻轨站仅一分钟, 大房",42685864,Nick,,Ramsey,44.95344,-93.11658,Private room,31,21,23,2023-12-01,0.24,2,300,0,
20052549,Large 6-Bedroom Heated Pool - Private Chef,57139248,Megan,,Ramsey,45.10261535644531,-93.12659454345703,Entire home/apt,1425,2,50,2023-10-08,0.53,2,332,0,
20147290,1 block to Cedar Lake/Hot Tub/Ultra Cozy,2991827,Alex,,Hennepin,44.9624,-93.32561,Entire home/apt,332,2,200,2025-06-04,2.11,1,57,23,LIC-368710
20153106,Private loft in architects home-hub to Msp-St Paul,70393067,Felicia,,Ramsey,44.99539,-93.17847,Private room,62,1,155,2025-06-01,1.61,4,87,19,
20154301,Uptown Home - In the City of Lakes & Trees,25942352,Shari,,Hennepin,44.93962,-93.2989,Private room,44,2,75,2024-10-26,0.78,1,330,3,Exempt
20212395,Seward - Sunny 2 bedroom,5439155,Brenda,,Hennepin,44.95656,-93.22864,Entire home/apt,117,2,216,2025-06-05,2.26,9,321,28,LIC-131241
20215331,Modern Apartment steps to everything downtown,144008427,Aaron,,St. Croix,44.97692,-92.75607,Entire home/apt,191,2,222,2025-06-04,2.43,1,282,27,
20250219,Private room in 130 year old house on Capitol Hill,144312683,Amy,,Ramsey,44.9535,-93.11287,Private room,,1,123,2024-12-27,1.29,1,0,8,20180002768
20253020,Mel's Hideaway-Retreat in the Heart of the Cities,4558126,Melissa,,Ramsey,44.99653,-93.12597,Entire home/apt,90,7,113,2025-06-16,1.22,1,190,5,
20254420,"Classic Uptown 3BR!! Steps to lake, near downtown!",22469174,Liz,,Hennepin,44.941856384277344,-93.30077362060547,Entire home/apt,160,2,162,2025-06-05,1.69,6,291,21,STR-258896
20304878,♥ Your Private Retro Retreat - Unbeatable Location,144807015,Leonid,,Ramsey,44.90977,-93.19013,Entire home/apt,182,3,164,2025-05-20,1.72,3,297,14,2018-0000862
20330611,Beautiful Basement Beach Oasis for Two,36893260,Tracey,,Hennepin,45.0417,-93.35132,Private room,45,2,161,2025-05-05,1.69,1,255,17,
20352196,3rd-Floor Servants' Quarters Turned Retro Retreat,21249795,Ryan,,Ramsey,44.94744,-93.13326,Entire home/apt,123,2,103,2025-06-08,1.16,1,22,11,20180000186
20378453,Private Room & Bath near Downtown/MOA/MSP Airport,145330826,Dan,,Hennepin,44.89458,-93.27312,Private room,66,1,201,2025-06-15,2.59,1,242,35,Exempt
20387243,Charming Lake Home / Cape Cod Cottage,36091702,Bev And Darrell,,Wright,45.17323,-93.87761,Entire home/apt,259,5,79,2025-06-15,0.83,1,239,5,
20422381,"Garden Cottage  Upper STE Wk to U, Fair, Luther Sm",145675491,Mary,,Ramsey,44.97444,-93.18864,Private room,113,2,277,2025-06-15,2.90,1,302,36,20180000861
20440341,Casual Get Away,78863590,DeMario,,Anoka,45.17525,-93.31767,Private room,97,3,1,2018-02-05,0.01,1,363,0,
20440763,Stunning St. Croix River Retreat w/Hot Tub & Sauna,59991029,Jena,,Washington,44.95728302001953,-92.76419067382812,Entire home/apt,883,2,49,2025-05-25,0.51,2,48,6,
20459759,"Resort LeMire
Pool, hot tub and golf carts!",77745518,Kelly,,St. Croix,45.137,-92.66265,Entire home/apt,1075,2,252,2025-05-25,2.66,2,280,19,
20498555,Sunny & Spacious Unit w/ SAUNA by Powderhorn Park,119359556,Peter,,Hennepin,44.94475,-93.25384,Entire home/apt,,2,11,2025-01-12,0.12,1,0,2,STR-406544
20498654,Downtown duplex,57444385,Trisha,,Hennepin,44.96631,-93.26676,Entire home/apt,150,2,384,2025-05-21,4.03,1,60,42,LIC-107787
20515197,Twin Cities Guest Cottage,146458275,Graham,,Dakota,44.87144,-93.03489,Entire home/apt,63,1,659,2025-06-08,6.90,1,16,70,
20533285,"Charming, spacious suite at Como Lake",119605307,Mirella,,Ramsey,44.9831,-93.13611,Private room,77,2,64,2025-05-19,0.76,1,74,6,
20537985,Entire 8BR Historic Mansion in the NE Arts Dist,128893020,Anthony,,Hennepin,45.00542,-93.26042,Entire home/apt,360,30,32,2023-09-03,0.34,11,224,0,
20573488,Cozy Garden Studio,146915557,John And Melanie,,Ramsey,44.99783,-93.17829,Entire home/apt,87,2,137,2025-06-09,1.44,1,178,8,
20588916,Sunrise Lakeside Get Away Cottage,147101381,Michael,,Chisago,45.37881,-92.81586,Entire home/apt,220,3,78,2024-09-09,0.92,1,232,8,
20624270,Quiet Corner in the City,29000788,Theresa,,Ramsey,44.96576,-93.16267,Private room,38,2,189,2025-06-09,2.02,1,323,59,2018-0000399
20636515,Back Channel Bungalow,147547379,Ann,,Pierce,44.5866,-92.51558,Entire home/apt,155,2,169,2025-06-11,1.78,1,134,13,
20651429,Uptown Lyn-Lake Minneapolis Walkable Location,146968108,Jennifer,,Hennepin,44.94768,-93.29087,Entire home/apt,100,1,403,2025-06-05,4.25,2,325,48,STR-142334
20654688,Charming Two Bedroom 2nd Floor near Xcel Center,144956455,Randy & Tamara,,Dakota,44.91623,-93.09935,Private room,62,1,187,2025-06-11,2.09,1,234,31,
20661108,House Rental Superbowl Week,42720979,John,,Hennepin,44.90476,-93.33159,Entire home/apt,5400,3,0,,,1,180,0,
20741721,"Stirling's 
(StirlingSound)",66807330,Diane,,Wright,45.37842,-94.0169,Entire home/apt,278,1,219,2025-06-08,2.41,1,273,33,
20744659,Grand Mansion on Pillsbury- Main House,25398006,Kevin,,Hennepin,44.9626,-93.28199,Entire home/apt,504,2,39,2024-11-29,0.43,5,315,4,STR-366829
20763702,Huge 3 bdrm Uptown & 1 mile Downtown 5* location,140655464,Karen,,Hennepin,44.96164,-93.29338,Entire home/apt,145,5,210,2024-10-29,2.31,3,236,9,str-214804
20784248,"BrewhausNE;Hot-tub,pond,pizza oven, great location",24833654,Eric,,Hennepin,45.00127,-93.25777,Entire home/apt,142,1,521,2025-06-18,5.54,3,196,53,STR-113279
20796722,Eden Prairie Private Guest Suite,149090146,David William,,Hennepin,44.83657,-93.43425,Entire home/apt,122,7,229,2025-05-18,2.42,1,279,6,
20798007,Home away from Home-Healthcare Workers Welcome!,25071569,Anna,,Scott,44.77872,-93.49153,Private room,49,1,189,2025-06-10,2.00,2,342,34,
20829374,Superbowl 2018 - Entire House for Rent!,148427548,Mike,,Ramsey,45.10868,-93.16476,Entire home/apt,899,3,0,,,1,365,0,
20846714,Private Studio nestled in the heart of Uptown,506339,Nick,,Hennepin,44.95248,-93.29149,Entire home/apt,82,1,681,2025-06-05,7.20,2,192,62,STR-117782
20847195,SUPER BOWL LII: 7 min. drive to US Bank Stadium!!,33921553,Nadia,,Hennepin,45.03316,-93.21758,Entire home/apt,2500,4,0,,,1,263,0,
20849610,Charming & cozy | pet & eco-friendly | fenced yard,114885038,Crystal,,Ramsey,44.98516,-93.20072,Entire home/apt,225,2,68,2025-06-15,0.76,1,43,29,20230000725
20849765,Quiet Mac-Groveland neighborhood,36101056,Steve,,Ramsey,44.93569,-93.15393,Private room,65,1,49,2023-08-06,0.52,2,170,0,20180003046
20864199,Cozy cottage - Nokomis area,83562815,Christopher,,Hennepin,44.92082,-93.22709,Entire home/apt,88,4,113,2025-06-02,1.20,1,157,9,STR-361453
20889521,The NE  slice of Minneapolis,36862587,Russ,,Hennepin,44.99774,-93.26754,Entire home/apt,137,30,7,2018-02-06,0.08,1,178,0,
20929822,"The Sanctuary Retreat-Sleeps 5, Laundry, Theater",54409201,Joanna,,Anoka,45.16521,-93.19923,Entire home/apt,146,2,67,2025-06-16,2.87,1,339,37,
20934568,Entire Basement in Prime Location,106561270,Kelsey,,Hennepin,44.96461,-93.34005,Entire home/apt,83,1,9,2025-06-14,2.16,1,291,9,
20942498,"Fabulous Uptown 7BR, 2BA Location, Location!",22469174,Liz,,Hennepin,44.941673278808594,-93.30154418945312,Entire home/apt,357,2,93,2025-02-09,1.00,6,280,7,STR-258896
20976481,Lowry Garden - Hot Tub + Sauna  + Peloton,1516165,Aaron,,Hennepin,44.9666,-93.2953,Entire home/apt,192,5,284,2025-05-27,3.04,2,292,42,STR-360287
20999081,Spacious Home: 4BR 4BA and 4 Car Garage,151176849,Ugo,,Hennepin,45.14335,-93.35149,Entire home/apt,831,2,1,2018-05-31,0.01,1,178,0,
21005127,Modern Hotel Style- Sleeps 6 #A301,151233892,Kerilyn Michele,,Hennepin,44.98586,-93.2453,Entire home/apt,92,1,386,2025-06-01,4.16,5,191,43,STR-397111
21034745,Lake Cottage near Vineyard - Sleeps 8-10,148641179,Tracy,,Le Sueur,44.4743,-93.58555,Entire home/apt,254,30,3,2022-06-25,0.08,1,88,0,
21036871,Lakeside Retreat near Stillwater/St. Croix-Beach k,8679562,Debbie,,Washington,45.0248,-92.94206,Private room,86,1,50,2025-01-25,0.53,7,320,11,
21042563,Lakeside Retreat Stillwater 250' Sandy Beach a,8679562,Debbie,,Washington,45.02503,-92.94307,Private room,77,1,73,2025-05-15,0.77,7,323,14,
21068807,"10 Bedroom Minneapolis, near everything!",140108844,Miyoshi,,Hennepin,45.00848,-93.28374,Entire home/apt,,2,5,2023-03-11,0.07,4,0,0,Lic-361896
21070031,Minneapolis Oasis for Large Groups - Sleeps 10,140108844,Miyoshi,,Hennepin,45.00733,-93.28485,Entire home/apt,298,7,39,2025-05-09,0.42,4,130,6,str-361896
21086678,Gee Cozy bedroom with all amenities. Stay with us!,113051490,Tati,,Dakota,44.73585,-93.13757,Private room,35,1,34,2025-05-11,0.36,9,347,12,
21089152,Rural Nature. Urban Access.,152035710,Treff,,Anoka,45.17164,-93.11492,Private room,125,1,2,2018-09-09,0.02,1,87,0,
21095143,River Hideaway,152091063,Sharon Rita,,Wright,45.37858,-93.95012,Entire home/apt,160,1,240,2025-06-15,2.64,1,322,31,
21113651,Apartment in Classic Home with Private Parking,1160744,Lara,,Hennepin,44.95219,-93.28327,Entire home/apt,65,30,49,2024-10-18,0.55,1,249,5,STR-396458
21125094,Cozy Lakeside Cottage Guestroom,91562548,Lisa,,Scott,44.69389,-93.48446,Private room,70,2,94,2022-10-17,1.01,2,151,0,
21126574,"Large Modern T’Home. Walk to D’Town, Uptown, Lakes",147953665,Etty Wilmerlee,,Hennepin,44.96333,-93.28235,Entire home/apt,,7,3,2025-05-26,0.03,1,0,1,STR-363917
21126643,Liftbridge river view,132301832,Cheris,,Washington,45.05661,-92.80466,Entire home/apt,152,1,546,2025-06-18,5.82,5,223,41,
21162778,The cottage.,152738888,Alex,,Hennepin,44.92065,-93.26689,Entire home/apt,148,3,79,2025-05-20,0.87,1,291,7,STR-128909
21176934,Suite w/ private bathroom and more,125904951,Laura,,Sherburne,45.34738,-93.74086,Entire home/apt,90,1,29,2025-02-28,0.31,2,283,8,
21209766,Cozy 1BR Retreat – 10 Min Downtown & U of M! (B2),136795978,Ishmael Sean Shakur,,Hennepin,45.01278,-93.24492,Private room,61,2,80,2025-06-18,0.88,5,270,12,Exempt
21217619,"The BEST, most comfortable airbnb in the area!",152254449,Nate,,Dakota,44.87863,-93.04567,Private room,83,1,217,2025-05-18,2.32,2,352,18,
21240510,1925 Arts and Craft private Studio #1,2643295,Thomas,,Hennepin,44.954,-93.25791,Entire home/apt,73,2,336,2025-05-04,3.59,2,225,39,LIC-359846
21242721,Contemporary Condo 5 min from Downtown,153545176,Carlita,,Hennepin,44.97835,-93.29821,Entire home/apt,1000,30,0,,,1,365,0,
21250627,Luxury European Inspired Rental Flat 1,3770376,Kathryn,,Hennepin,44.96226,-93.2982,Entire home/apt,315,30,2,2021-10-16,0.04,1,294,0,LIC-146515
21251965,"Cabin/ Condo #308 Near Mille Lacs Lake in Isle, MN",153648207,Tim,,Mille Lacs,46.14606,-93.46152,Entire home/apt,340,1,15,2023-07-09,0.21,10,339,0,
21262367,Uptown Oasis – Steps to MN's Best Lakes & Trails!,115268,Nancy,,Hennepin,44.94423,-93.30171,Entire home/apt,163,5,55,2025-06-11,0.59,3,131,11,STR-400709
21263025,"Spacious, Sunny Duplex, minutes from Airport.",283528,Catherine,,Dakota,44.91694,-93.07832,Entire home/apt,125,3,107,2025-06-15,1.16,1,225,17,
21266989,Luna Nest,153827189,,,Dakota,44.72095,-92.85968,Entire home/apt,,10,69,2024-09-01,0.74,1,0,7,
21277043,Spacious 1Br Priv-10 Min Uber to DT or U of M (B1),136795978,Ishmael Sean Shakur,,Hennepin,45.01434,-93.24482,Private room,59,2,94,2025-01-20,1.04,5,207,11,Exempt
21281597,Private 2 Br-Short Uber DT or U of M; On Bus line,136795978,Ishmael Sean Shakur,,Hennepin,45.01482,-93.24592,Private room,119,2,16,2023-07-04,0.17,5,207,0,Exempt
21295344,Welcome Home for the Superbowl,154097514,Yoni,,Hennepin,44.93136,-93.41103,Entire home/apt,1000,4,0,,,1,363,0,
21309899,Two Queen Beds- Entire 1 Bedroom Apt #C307,151233892,Kerilyn Michele,,Hennepin,44.98406,-93.24388,Entire home/apt,75,1,327,2025-06-06,3.52,5,219,43,STR-397111
21322631,"Private One Bedroom near U of M, Dinkytown #A304",151233892,Kerilyn Michele,,Hennepin,44.98488,-93.24449,Entire home/apt,76,1,307,2025-06-05,3.29,5,217,64,STR-397111
21323112,Charming One Bedroom Apt near the U of M # B206,151233892,Kerilyn Michele,,Hennepin,44.98488,-93.24449,Entire home/apt,73,1,370,2025-06-04,4.04,5,220,61,STR-397111
21323412,Centrally Located Updated Apt by the U of M-#C308,151233892,Kerilyn Michele,,Hennepin,44.98397,-93.24398,Entire home/apt,73,1,363,2025-06-06,3.92,5,208,64,STR-397111
21345962,"Quiet Duplex in Hudson, WI for the Super Bowl",112890505,Scott,,St. Croix,44.95076,-92.73262,Entire home/apt,500,3,0,,,1,365,0,
21353502,Cute and quiet 1 Bedroom Apartment,154566426,Grace,,Ramsey,44.93975,-93.14697,Entire home/apt,87,2,149,2025-06-09,1.64,1,135,22,
21357952,PinkCastle Babe’cation w/hottub & heated pool,154618096,Brooke,,St. Croix,44.97623,-92.74632,Entire home/apt,,1,15,2022-12-29,0.18,12,346,0,
21375857,Linden Hills Urban Retreat,81344018,Mike,,Hennepin,44.92712,-93.32303,Entire home/apt,125,3,21,2025-05-30,0.23,1,16,3,STR-410905
21380176,The Library Suite,12243618,Mohamed,,Ramsey,44.94762006209815,-93.11414984394638,Private room,268,2,47,2025-01-14,0.51,5,326,4,2011-008637
21399115,4 br Pond View National Sports Center and TPC,155032216,Amy Jo,,Anoka,45.18406,-93.21134,Entire home/apt,545,4,11,2024-07-28,0.12,1,112,2,
21423300,Grand Historic Mansion Near UMN 3 story,575264511,Sarah,,Hennepin,44.98711,-93.24308,Entire home/apt,330,3,136,2025-06-15,1.46,3,197,13,LIC-134609
21425636,Tree Top Linden Hills - 2 blocks to lakes,5439155,Brenda,,Hennepin,44.93071,-93.31315,Entire home/apt,158,2,205,2025-06-12,2.21,9,324,18,LIC-331758
21428815,Main Street Loft best location,132301832,Cheris,,Washington,45.05635,-92.80469,Entire home/apt,198,1,528,2025-06-10,5.74,5,219,48,
21443722,"Cottage in historic Hudson, 5 blocks from DT",155579525,Kay,,St. Croix,44.98264,-92.75542,Entire home/apt,129,2,185,2025-06-15,2.02,1,268,20,
21445149,Quaint Minneapolis Stay,54674275,Dana,,Hennepin,44.90432,-93.22104,Entire home/apt,144,2,4,2025-05-04,1.41,1,125,4,STR-422096
21473196,Updated one bdrm apartment with private entrance,90062101,Traci,,Hennepin,44.92647,-93.4241,Entire home/apt,73,1,94,2020-02-11,1.02,1,161,0,
21473415,The Farrington Suite,12243618,Mohamed,,Ramsey,44.94756317138672,-93.11387634277344,Private room,312,2,22,2024-07-21,0.24,5,337,2,2011-008637
21491409,Uptown Getaway/Walk to Anything/Lake of The Isles!,16149671,Mary,,Hennepin,44.9514,-93.29739,Entire home/apt,93,2,172,2025-06-15,1.94,4,123,36,STR-111463
21498303,East Side Bungalow (Main Floor Bedroom B),28252451,Jessica,,Ramsey,44.96453,-93.01308,Private room,40,7,24,2025-06-07,0.26,66,360,1,
21516780,"private 3bedroom lower unit,Great location",143074318,Susan,,Hennepin,44.99265,-93.29604,Entire home/apt,169,2,22,2022-10-02,0.28,1,341,0,STR-394972
21519678,Spacious 3 BR Apt-Perfect for Families & Groups,136795978,Ishmael Sean Shakur,,Hennepin,45.01229,-93.24319,Entire home/apt,168,4,4,2024-07-22,0.05,5,121,1,Exempt
21540603,Hampton's style beach house on sunset point!,156588519,Chris,,Chisago,45.37562,-92.81625,Entire home/apt,271,3,84,2024-08-26,0.93,1,50,5,
21546703,Luxury Home - Minneapolis Rental,156649290,Steve,,Hennepin,44.94788,-93.41724,Entire home/apt,4200,3,0,,,1,365,0,
21547736,Entire House 10 minutes from Downtown Minneapolis,17119104,Bill,,Hennepin,45.03143,-93.33271,Entire home/apt,879,3,0,,,1,269,0,
21563870,Cozy room near light-rail,84897027,Brie,,Hennepin,44.92681,-93.219,Private room,,2,101,2024-08-30,1.12,1,0,6,Exempt
21564471,Suite along Mississippi River - close to downtown,349348,Jean,,Hennepin,44.93306,-93.20365,Private room,68,2,33,2023-07-29,0.36,1,168,0,Exempt
21565499,Stroll to Lakes from Stylish Garden Apartment,878030,Martha,,Hennepin,44.96628,-93.29446,Entire home/apt,115,2,206,2025-06-02,2.26,3,183,28,STR-382477
21578309,Rustic Luxe 2/1 in the North Loop Minneapolis,156922059,Daniel Patrick Ray,,Hennepin,44.98997,-93.2785,Entire home/apt,184,1,130,2025-06-15,1.42,2,149,22,LIC-132803
21593964,"SuperBowl!  Newer 4 bdrm home, 20 min from game!",149275230,Jen,,Washington,44.8926,-92.96815,Entire home/apt,1000,2,0,,,1,365,0,
21594013,Tiny House Peaceful and Private,97750406,Philip,,Hennepin,44.92661,-93.22138,Entire home/apt,84,1,981,2025-06-15,10.63,1,318,109,STR-362318
21596707,1925 Arts and Craft private Studio #2,2643295,Thomas,,Hennepin,44.953182,-93.258842,Entire home/apt,70,28,202,2024-12-26,2.18,2,267,9,LIC-359846
21609599,Comfortable Modern Apartment (on lightrail!),105163474,Victoria,,Ramsey,44.95489,-93.17336,Entire home/apt,80,3,155,2025-05-31,1.69,3,55,33,
21620969,Private Queen 1 BR Apartment in 4 BR Lakeside Home,157285728,,,Hennepin,44.95149,-93.39661,Entire home/apt,98,2,182,2025-06-17,2.39,1,159,20,
21624139,Longfellow Taphaus convenient to MSP and Downtown,1911793,Glen,,Hennepin,44.92695,-93.22082,Entire home/apt,280,3,19,2025-05-26,0.31,1,84,2,STR-363921
21632677,"Lake Home in North St Paul, Super Clean",6760846,Patricia,,Ramsey,45.02561,-92.99449,Entire home/apt,141,3,153,2025-06-16,1.66,1,206,7,
21647692,Modern home retreat in the city,81536614,Jen,,Ramsey,44.96327,-93.1482,Entire home/apt,110,2,169,2025-06-08,1.83,1,233,31,20170004693
21648510,*MONTHLY BOOKINGS ONLY* Private Room in Townhouse,97421687,Jose,,Hennepin,44.84248,-93.43234,Private room,65,30,9,2022-08-22,0.10,1,173,0,
21666108,Quiet Comfort in the Burbs: Entire Lower Level,151878242,Laureen,,Hennepin,45.00438,-93.51436,Private room,74,1,232,2025-06-16,2.51,1,147,27,
21668119,The Red House Uptown Minneapolis,144823257,Kelly,,Hennepin,44.94606,-93.29196,Entire home/apt,151,2,180,2025-06-01,1.97,1,329,18,STR-396316
21668867,Happy Cozy lower level bedroom with all amenities,113051490,Tati,,Dakota,44.73633,-93.13857,Private room,60,1,36,2025-05-24,0.39,9,353,5,
21675004,St. Anthony Park house for 2018 Super Bowl,77803074,Tom,,Ramsey,44.98278,-93.19643,Entire home/apt,950,3,0,,,1,268,0,
21711608,"New SWMpls Small Home, Scandi vibe, heated floors",61450862,Siri,,Hennepin,44.92743,-93.2902,Entire home/apt,,2,293,2025-06-02,3.22,1,0,34,STR-364090
21723863,Waterfront property on 3 acres with home theater,56540088,John,,Washington,44.81846,-92.99677,Entire home/apt,450,4,42,2024-12-29,0.51,1,308,6,
21728493,Cozy Linden Hills Home - walk to lakes,5439155,Brenda,,Hennepin,44.93071,-93.31315,Entire home/apt,143,30,76,2025-04-15,0.83,9,242,1,LIC-165539
21729108,"Comforts of home-spacious, prkg, Ltrail, fiberwifi",117025836,Dawn,,Hennepin,44.91229,-93.21193,Entire home/apt,102,1,126,2025-05-14,1.41,3,270,14,STR-399849
21745914,Sunny Saint Albans Duplex w/Garage Parking,52692189,Rebecca,,Ramsey,44.94352,-93.12844,Entire home/apt,500,30,192,2025-05-26,2.14,7,33,17,17 224167
21746343,"Victorian Modern, on the Mississippi River",4075546,Philip Lee,,Hennepin,45.01146,-93.27113,Entire home/apt,232,1,182,2025-06-17,3.19,2,143,15,LIC-378212
21748093,Prince Simon Room,69514356,Anna,,Hennepin,44.89838,-93.58461,Private room,222,30,0,,,4,180,0,
21755178,5 min walk to Macalester in Merriam Park,158491224,,,Ramsey,44.94424057006836,-93.16571044921875,Entire home/apt,106,2,210,2025-06-18,2.33,1,186,55,20170004945
21756028,"""The Minnehaha"" - Cozy Suite On The Light Rail!",158494928,Christopher,,Hennepin,44.93464,-93.22401,Entire home/apt,85,1,216,2025-06-19,2.40,1,213,28,Exempt
21767969,"2+BR, Dog Friendly, Unit 1 -Reserved Parking",16750633,Jerry,,Hennepin,44.88073,-93.30823,Entire home/apt,174,2,191,2025-06-07,2.07,4,358,16,
21782569,Luxe 2 BR Apartment in Historic North Loop,158719817,The Copham,,Hennepin,44.98612,-93.27691,Entire home/apt,163,2,180,2025-06-12,2.02,1,178,21,LIC-132803
21787806,Great house in a great neighborhood,75277346,Ermias,,Ramsey,44.90987,-93.18504,Entire home/apt,237,2,0,,,1,174,0,
21795545,StPaul Historic Irvine Park- Beautiful  Condo,29226969,Marie,,Ramsey,44.94088,-93.10407,Entire home/apt,132,4,161,2025-03-01,1.75,9,66,20,20170004586
21810449,East Side Bungalow (Room D),28252451,Jessica,,Ramsey,44.96301,-93.01339,Private room,42,7,31,2025-06-06,0.34,66,364,4,
21814737,Bright Spacious St. Paul Duplex- Upper Level,114841685,William,,Ramsey,44.94883,-93.13969,Entire home/apt,143,2,226,2025-06-08,2.53,1,146,32,20180000897
21816905,Awesome Lake Harriet- 2br 2ba Condo Available!,156810758,Marvin,,Hennepin,44.9225,-93.31268,Entire home/apt,100,30,3,2025-01-29,0.04,1,274,1,
21837241,5 Bedroom House,159226985,Emily,,Hennepin,45.00096,-93.39311,Entire home/apt,999,2,1,2021-07-11,0.02,1,365,0,
21850991,Bell's Airbnb,159370880,Paul,,Hennepin,45.07672,-93.2923,Entire home/apt,90,2,2,2021-07-29,0.02,1,89,0,
21852592,Beautiful Minneapolis Home near Up- and Downtown,3985329,Will,,Hennepin,44.94579,-93.28026,Entire home/apt,103,2,426,2025-06-09,4.74,1,227,34,STR-373443
21907526,Charming Private Room,28658258,Pam,,Hennepin,44.87055,-93.34264,Private room,60,2,60,2025-06-07,0.67,4,85,6,
21911952,Sapphire at Glacier Estates,17690098,,,Scott,44.76670455932617,-93.4094009399414,Entire home/apt,457,3,31,2024-12-30,0.39,2,322,6,
21913430,Private Rooms 15 minutes from airport and downtown,159884527,Carol,,Hennepin,44.9026,-93.27357,Private room,84,30,124,2020-09-21,1.36,1,173,0,
21922384,Victorian Grand Cottage by Lakes and Downtown!,25097978,Chris,,Hennepin,44.94096,-93.30316,Entire home/apt,186,3,122,2025-05-30,1.35,1,309,20,STR-388004
21923202,West Metro rambler,159961260,Giuseppe,,Hennepin,44.99409371439561,-93.4840128198266,Entire home/apt,216,2,1,2025-05-11,0.71,1,138,1,
21935985,Romantic Vineyard B&B King Whirlpool &  Breakfast,108189136,David,,Isanti,45.41507,-93.33139,Private room,190,1,50,2025-02-23,0.55,2,164,8,
21956663,Private retreat on a quiet pond *Newly updated*,160288914,Charlie,,Dakota,44.82356,-93.15993,Entire home/apt,87,2,122,2025-06-15,1.37,1,129,28,
21957590,SUPERBOWL 2018 RENTAL HOME,118595148,Kaylee,,Hennepin,44.96006,-93.34297,Entire home/apt,1500,5,0,,,1,363,0,
21997725,The Downtown,160429255,Kari,,Washington,45.05479,-92.80588,Entire home/apt,309,1,103,2025-06-01,1.13,1,320,11,
22031671,2 Bd in Nordeast Arts district,39017303,Dina,,Hennepin,45.0014,-93.25136,Entire home/apt,140,2,51,2025-05-19,0.57,1,324,8,STR-120017
22056912,Historic duplex apartment in Prospect Park,30171219,Wendy,,Hennepin,44.96917,-93.21412,Entire home/apt,,2,231,2025-05-21,2.55,1,1,26,STR-395187
22063538,Beautiful Evergreen Neighborhood,54553031,Linda,,Washington,44.92919,-92.94644,Private room,250,3,0,,,1,270,0,
22065358,East Side Bungalow (Cozy Bedroom C),28252451,Jessica,,Ramsey,44.96324,-93.01253,Private room,38,1,50,2025-05-24,0.55,66,308,10,
22065472,"Jetson's cottage- Concordia, Macalester, Allianz",5659103,Susannah,,Ramsey,44.95025,-93.16185,Entire home/apt,112,2,375,2025-06-08,4.09,3,253,51,20180001391
22068411,"House of Blues on the Lake, Your Perfect Retreat",20133023,Michelle Marie,,Ramsey,44.99891,-93.10766,Entire home/apt,534,5,14,2024-08-16,0.30,1,294,3,
22071309,The Birchwood Cafe Guesthouse,119704089,Tracy Beverly,,Hennepin,44.95723,-93.22367,Entire home/apt,195,7,80,2024-12-03,0.89,1,215,5,STR-361602
22073449,Whole House! - Near the U of M!,160139789,Ben,,Hennepin,44.99095,-93.21864,Entire home/apt,111,2,474,2025-06-07,5.28,4,315,39,STR-364763
22079329,Fun and Amazingly Lower Level Bedroom,113051490,Tati,,Dakota,44.73699,-93.13727,Private room,50,1,8,2024-09-28,0.09,9,365,2,
22080721,Your exquisite room,67517460,Diomy,,Ramsey,45.0583,-93.1898,Private room,53,1,39,2021-09-28,0.43,1,112,0,
22110696,Mid century lakehome w/stunning views,161529565,Theresa,,Isanti,45.56925,-93.16163,Entire home/apt,194,2,158,2025-06-10,1.72,1,251,14,
22143341,"Studio 4, Dog Friendly, -Reserved Parking",16750633,Jerry,,Hennepin,44.88073,-93.30823,Entire home/apt,112,2,167,2025-04-06,1.83,4,364,4,
22145517,*Plymouth*GREAT LOCATION* Great for Big Groups!,160909314,Chris,,Hennepin,45.02871,-93.46251,Entire home/apt,45,1,1,2017-12-10,0.01,1,19,0,
22149532,"Historic Inn- ""Room with private bath"" Grant",140758089,Kevin,,Ramsey,44.94436,-93.11996,Private room,161,1,40,2025-04-18,0.47,5,171,3,FBL-34196-48805
22152854,Lovely Private Suite in the Heart of the Cities!,33654003,Lori,,Ramsey,45.00676,-93.19116,Private room,98,2,123,2025-06-06,1.37,1,293,13,
22172771,Uptown Fungalow - beautiful private home in MPLS,39389022,Jason,,Hennepin,44.95152,-93.28617,Entire home/apt,365,3,114,2025-06-08,1.27,1,164,24,STR-376572
22193225,Luxury Home near Minneapolis,162161145,,,Hennepin,45.1374,-93.51399,Entire home/apt,1500,21,0,,,1,364,0,
